year,name,dam,death,female,masfem,category,pressure,wind,log_death,log_dam,post,zdam,zcat,zmin,zwin,z3,feminity,damage
1968,Gladys,1170,3,1,7.65625,2,977,145,1.3862943611198906,7.064759027791802,0,-0.4822809923077858,-0.10975961821464962,-0.6468140500338144,0.6302372174584959,-0.04211215026332271,1,1170
1969,Camille,28520,256,1,8.875,5,909,174,5.54907608489522,10.258360874528233,0,0.7295717270379216,2.704077866924547,2.7476320975984785,1.5731717151488693,2.3416272265572986,1,28520
1970,Celia,9050,22,1,9.21875,3,945,127,3.1354942159291497,9.110520036693972,0,-0.13312562015260576,0.8281862101650826,0.9505723723813823,0.04496752923688484,0.6079087039277832,1,9050
1971,Edith,380,0,1,7.65625,2,978,160,0,5.940171252720432,0,-0.517285147638064,-0.10975961821464962,-0.6967323757342894,1.1179619576431719,0.10382332123141096,1,380
1971,Fern,690,2,1,6.71875,1,979,90,1.0986122886681098,6.536691597591305,0,-0.5035493398502333,-1.0477054465943818,-0.7466507014347642,-1.1580868298853157,-0.9841476593048206,1,690
1971,Ginger,270,0,1,8.65625,1,995,110,0,5.598421958998375,0,-0.522159143949875,-1.0477054465943818,-1.5453439126423625,-0.5077871763057479,-1.0336121785141639,1,270
1972,Agnes,26440,117,1,7.03125,1,980,87,4.770684624465665,10.182633293965623,0,0.6374088876873157,-1.0477054465943818,-0.7965690271352391,-1.255631777922251,-1.0333020838839573,1,26440
1974,Carmen,1530,1,1,7.78125,3,952,149,0.6931471805599453,7.333023014386481,0,-0.4663297316509502,0.8281862101650826,0.6011440924780579,0.7602971481744095,0.7298758169391834,1,1530
1975,Eloise,8500,21,1,8.4375,3,955,125,3.091042453358316,9.047821442478408,0,-0.1574956017116602,0.8281862101650826,0.45138911537663323,-0.02006243612107195,0.41983762980688133,1,8500
1976,Belle,720,5,1,9.78125,1,980,120,1.791759469228055,6.579251212010101,0,-0.5022200681288304,-1.0477054465943818,-0.7965690271352391,-0.18263734951596391,-0.6756372744151949,1,720
1977,Babe,88,0,1,7.90625,1,995,75,0,4.477336814478207,0,-0.5302233923930529,-1.0477054465943818,-1.5453439126423625,-1.6458115700699916,-1.4129536431022451,1,88
1979,Bob,90,1,0,1.71875,1,986,75,0.6931471805599453,4.499809670330265,0,-0.5301347742782927,-1.0477054465943818,-1.0960789813380885,-1.6458115700699916,-1.2631986660008205,0,90
1979,David,3840,15,0,1.5625,2,970,174,2.772588722239781,8.253227645581772,0,-0.3639758091029215,-0.10975961821464962,-0.29738577013049017,1.5731717151488693,0.3886754422679098,0,3840
1979,Frederic,17170,5,0,2.0625,3,946,134,1.791759469228055,9.75091895389152,0,0.22666392577379807,0.8281862101650826,0.9006540466809073,0.2725724079897336,0.6671375549452412,0,17170
1980,Allen,3040,2,0,2.03125,3,945,190,1.0986122886681098,8.019612794400267,1,-0.3994230550070007,0.8281862101650826,0.9505723723813823,2.0934114380125237,1.2907233401863296,0,3040
1983,Alicia,22330,21,1,9.34375,3,962,115,3.091042453358316,10.013686344834204,1,0.45529866185510887,0.8281862101650826,0.10196083547330898,-0.3452122629108559,0.19497826090917858,1,22330
1984,Diana,620,3,1,9.21875,2,949,134,1.3862943611198906,6.429719478039138,1,-0.5066509738668403,-0.10975961821464962,0.7508990695794826,0.2725724079897336,0.3045706197848555,1,620
1985,Bob,190,0,0,1.71875,1,1003,75,0,5.247024072160486,1,-0.5257038685402828,-1.0477054465943818,-1.9446905182461618,-1.6458115700699916,-1.5460691783035116,0,190
1985,Danny,200,1,0,2.90625,1,987,90,0.6931471805599453,5.298317366548036,1,-0.5252607779664819,-1.0477054465943818,-1.1459973070385634,-1.1580868298853157,-1.1172631945060871,0,200
1985,Elena,5360,4,1,8.71875,3,959,127,1.6094379124341003,8.586719254064848,1,-0.29662604188517105,0.8281862101650826,0.2517158125747337,0.04496752923688484,0.37495651732556706,1,5360
1985,Gloria,3920,8,1,9.1875,3,942,143,2.1972245773362196,8.273846932784508,1,-0.3604310845125136,0.8281862101650826,1.100327349482807,0.5652072521005391,0.8312402705828096,1,3920
1985,Juan,6140,12,0,1.875,1,971,103,2.5649493574615367,8.722580021141189,1,-0.2620649771286938,-1.0477054465943818,-0.3473040958309651,-0.7353920550585966,-0.7101338658279811,0,6140
1985,Kate,1800,5,1,9.1875,2,967,121,1.791759469228055,7.495541943884256,1,-0.4543662861583235,-0.10975961821464962,-0.1476307930290655,-0.15012236683698552,-0.13583759269356688,1,1800
1986,Bonnie,7,3,1,9.25,1,990,115,1.3862943611198906,1.9459101490553132,1,-0.533812426040841,-1.0477054465943818,-1.295752284139988,-0.3452122629108559,-0.8962233312150752,1,7
1986,Charley,79,5,0,4,1,990,149,1.791759469228055,4.3694478524670215,1,-0.5306221739094739,-1.0477054465943818,-1.295752284139988,0.7602971481744095,-0.5277201941866534,0,79
1987,Floyd,1,0,0,2.40625,1,993,75,0,0,1,-0.5340782803851215,-1.0477054465943818,-1.4455072612414128,-1.6458115700699916,-1.3796747593019287,0,1
1988,Florence,2,1,1,7.875,1,984,80,0.6931471805599453,0.6931471805599453,1,-0.5340339713277414,-1.0477054465943818,-0.9962423299371387,-1.4832366566750996,-1.1757281444022067,1,2
1989,Chantal,390,13,1,8.3125,1,986,80,2.6390573296152584,5.966146739123692,1,-0.516842057064263,-1.0477054465943818,-1.0960789813380885,-1.4832366566750996,-1.2090070282025234,1,390
1989,Hugo,27430,21,0,2,4,934,162,3.091042453358316,10.219392583931649,1,0.6812748544936138,1.766132038544815,1.499673955086606,1.1829919230011285,1.4829326388775164,0,27430
1989,Jerry,320,3,0,2.78125,1,983,85,1.3862943611198906,5.768320995793772,1,-0.51994369108087,-1.0477054465943818,-0.9463240042366639,-1.3206617432802077,-1.104897064703751,0,320
1991,Bob,4690,15,0,1.71875,2,962,115,2.772588722239781,8.453187861440325,1,-0.32631311032983734,-0.10975961821464962,0.10196083547330898,-0.3452122629108559,-0.11767034855073218,0,4690
1992,Andrew,90250,62,0,1.78125,5,922,174,4.143134726391533,11.410338876195127,1,3.4647698391114323,2.704077866924547,2.0986938634923047,1.5731717151488693,2.1253144818552405,0,90250
1993,Emily,130,3,1,10.03125,3,961,162,1.3862943611198906,4.867534450455582,1,-0.5283624119830888,0.8281862101650826,0.15187916117378386,1.1829919230011285,0.7210190981133318,1,130
1995,Erin,2240,6,1,7.125,2,973,100,1.9459101490553132,7.7142311448490855,1,-0.4348703009110799,-0.10975961821464962,-0.4471407472319149,-0.8329370030955318,-0.46327912284736544,1,2240
1995,Opal,16510,9,1,7.65625,3,942,149,2.302585092994046,9.711721536914174,1,0.19741994790293274,0.8281862101650826,1.100327349482807,0.7602971481744095,0.8962702359407664,1,16510
1996,Bertha,1020,8,1,7.375,2,974,115,2.1972245773362196,6.927557906278317,1,-0.48892735091480066,-0.10975961821464962,-0.49705907293238977,-0.3452122629108559,-0.31734365135263176,1,1020
1996,Fran,18930,26,1,7.0625,3,954,121,3.295836866004329,9.848503244203368,1,0.3046478667627723,0.8281862101650826,0.5013074410771081,-0.15012236683698552,0.3931237614684017,1,18930
1997,Danny,270,10,0,2.90625,1,984,80,2.3978952727983707,5.598421958998375,1,-0.522159143949875,-1.0477054465943818,-0.9962423299371387,-1.4832366566750996,-1.1757281444022067,0,270
1998,Bonnie,2410,3,1,9.25,2,964,115,1.3862943611198906,7.787382026484701,1,-0.42733776115646305,-0.10975961821464962,0.002124184072359185,-0.3452122629108559,-0.15094923235104876,1,2410
1998,Earl,220,3,0,1.875,1,987,87,1.3862943611198906,5.393627546352362,1,-0.5243745968188799,-1.0477054465943818,-1.1459973070385634,-1.255631777922251,-1.1497781771850655,0,220
1998,Georges,4860,1,0,3.375,2,964,155,0.6931471805599453,8.48879371689454,1,-0.3187805705752205,-0.10975961821464962,0.002124184072359185,0.9553870442482798,0.2825838700353298,0,4860
1999,Bret,120,0,0,2.90625,3,951,145,0,4.787491742782046,1,-0.5288055025568897,0.8281862101650826,0.6510624181785328,0.6302372174584959,0.7031619486007038,0,120
1999,Floyd,16030,56,0,2.40625,2,956,155,4.04305126783455,9.6822172456036,1,0.17615160036048522,-0.10975961821464962,0.40147078967615835,0.9553870442482798,0.41569940523659615,0,16030
1999,Irene,1940,8,1,8.5625,1,964,109,2.1972245773362196,7.570443252057374,1,-0.4481630181251096,-1.0477054465943818,0.002124184072359185,-0.5403021589847262,-0.5286278071689163,1,1940
2002,Lili,1610,2,1,9.59375,1,963,143,1.0986122886681098,7.383989457978509,1,-0.46278500706054226,-1.0477054465943818,0.05204250977283408,0.5652072521005391,-0.1434852282403362,1,1610
2003,Claudette,330,3,1,8.71875,1,979,90,1.3862943611198906,5.799092654460526,1,-0.519500600507069,-1.0477054465943818,-0.7466507014347642,-1.1580868298853157,-0.9841476593048206,1,330
2003,Isabel,11010,51,1,9.625,2,957,168,3.9512437185814275,9.306559229716726,1,-0.04627986768761173,-0.10975961821464962,0.35155246397568346,1.378081819074999,0.539958221612011,1,11010
2004,Alex,7,1,0,4.0625,1,972,120,0.6931471805599453,1.9459101490553132,1,-0.533812426040841,-1.0477054465943818,-0.39722242153144,-0.18263734951596391,-0.5425217392139285,0,7
2004,Charley,37180,10,0,4,4,941,149,2.3978952727983707,10.523526261275435,1,1.1132881639495789,1.766132038544815,1.1502456751832817,0.7602971481744095,1.2255582873008355,0,37180
2004,Frances,19990,7,1,6.03125,2,960,143,2.0794415416798357,9.902987427494446,1,0.35161546758567724,-0.10975961821464962,0.20179748687425877,0.5652072521005391,0.21908170692004944,1,19990
2004,Gaston,240,8,0,2.40625,1,985,75,2.1972245773362196,5.480638923341991,1,-0.5234884156712779,-1.0477054465943818,-1.0461606556376137,-1.6458115700699916,-1.2465592241006622,0,240
2004,Ivan,36910,25,0,2.09375,3,946,168,3.258096538021482,10.516237796024043,1,1.1013247184569521,0.8281862101650826,0.9006540466809073,1.378081819074999,1.035640691973663,0,36910
2004,Jeanne,16800,5,1,7.90625,3,950,121,1.791759469228055,9.72913416539135,1,0.21026957454316145,0.8281862101650826,0.7009807438790078,-0.15012236683698552,0.459681529069035,1,16800
2005,Cindy,420,1,1,8.9375,1,991,75,0.6931471805599453,6.040254711277414,1,-0.51551278534286,-1.0477054465943818,-1.345670609840463,-1.6458115700699916,-1.346395875501612,1,420
2005,Dennis,3930,15,0,2,3,946,149,2.772588722239781,8.276394704863307,1,-0.3599879939387126,0.8281862101650826,0.9006540466809073,0.7602971481744095,0.8297124683401331,0,3930
2005,Katrina,148240,1833,1,9.46875,3,902,174,7.51425465281641,11.906587860959242,1,6.034252076583373,0.8281862101650826,3.0970603775018026,1.5731717151488693,1.832806100938585,1,148240
2005,Ophelia,130,1,1,9.125,1,982,115,0.6931471805599453,4.867534450455582,1,-0.5283624119830888,-1.0477054465943818,-0.8964056785361889,-0.3452122629108559,-0.7631077960138088,1,130
2005,Rita,23110,62,1,8.4375,3,937,177,4.143134726391533,10.048020703268426,1,0.4898597266115861,0.8281862101650826,1.3499189779851815,1.6707166631858046,1.282940617112023,1,23110
2005,Wilma,33410,5,1,8.375,3,950,183,1.791759469228055,10.416610535350802,1,0.9462430176266058,0.8281862101650826,0.7009807438790078,1.8658065592596749,1.1316578377679216,1,33410
2007,Humberto,63,1,0,2.21875,1,985,85,0.6931471805599453,4.143134726391533,1,-0.5313311188275555,-1.0477054465943818,-1.0461606556376137,-1.3206617432802077,-1.1381759485040677,0,63
2008,Dolly,1940,1,1,10.0625,1,967,99,0.6931471805599453,7.570443252057374,1,-0.4481630181251096,-1.0477054465943818,-0.1476307930290655,-0.8654519857745102,-0.6869294084659859,1,1940
2008,Gustav,7900,52,0,2.09375,2,954,155,3.970291913552122,8.974618038455112,1,-0.1840810361397196,-0.10975961821464962,0.5013074410771081,0.9553870442482798,0.4489782890369128,0,7900
2008,Ike,44260,84,0,2.21875,2,950,143,4.442651256490317,10.697836613605041,1,1.4269962902006799,-0.10975961821464962,0.7009807438790078,0.5652072521005391,0.3854761259216324,0,44260
2011,Irene,17160,41,1,8.5625,1,952,121,3.7376696182833684,9.750336373041954,1,0.22622083519999708,-1.0477054465943818,0.6011440924780579,-0.15012236683698552,-0.19889457365110316,1,17160
2012,Isaac,3430,5,0,2,1,966,81,1.791759469228055,8.140315540159985,1,-0.3821425226287621,-1.0477054465943818,-0.09771246732859061,-1.4507216739961213,-0.8653798626396979,0,3430
2012,Sandy,80090,159,1,7.9375,2,942,115,5.075173815233827,11.290906281317728,1,3.0145898161296265,-0.10975961821464962,1.100327349482807,-0.3452122629108559,0.21511848945243384,1,80090
